,Entity,Year,Percentage of Individuals using the Internet (ICT),Mobile cellular subscriptions
710,Burundi,1999,,0.012222561000000002
711,Burundi,2000,0.08,0.24452053699999998
712,Burundi,2001,0.11,0.488582584
713,Burundi,2002,0.12,0.7388749240000001
714,Burundi,2003,0.2,0.881016032
715,Burundi,2004,0.35,1.3388771940000002
716,Burundi,2005,0.54,1.9690126319999999
717,Burundi,2006,0.66,2.4867645069999997
718,Burundi,2007,0.7,3.2419534710000004
719,Burundi,2008,0.81,5.572453585
720,Burundi,2009,0.9,10.31456575
721,Burundi,2010,1.0,18.174741600000004
722,Burundi,2011,1.11,20.06827414
723,Burundi,2012,1.22,22.81446021
724,Burundi,2013,1.3,24.96258806
725,Cambodia,1990,,0.0
726,Cambodia,1991,,0.0
727,Cambodia,1992,,0.0
728,Cambodia,1993,,0.047730546
729,Cambodia,1994,,0.098166222
730,Cambodia,1995,,0.13092897
731,Cambodia,1996,,0.208266253
732,Cambodia,1997,,0.29445528
733,Cambodia,1998,,0.524974387
734,Cambodia,1999,,0.745096324
735,Cambodia,2000,0.05,1.068055124
736,Cambodia,2001,0.08,1.7915931790000001
737,Cambodia,2002,0.23,2.9899280339999996
738,Cambodia,2003,0.26,3.853206909
739,Cambodia,2004,0.3,6.551636707999999
740,Cambodia,2005,0.32,7.95123006
741,Cambodia,2006,0.47,12.70116666
742,Cambodia,2007,0.49,18.79147363
743,Cambodia,2008,0.51,30.39341867
744,Cambodia,2009,0.53,44.31490591
745,Cambodia,2010,1.26,56.74071111
746,Cambodia,2011,3.1,94.18821019
747,Cambodia,2012,4.94,128.5272115
748,Cambodia,2013,6.8,133.8902393
749,Cameroon,1990,,0.0
750,Cameroon,1991,,0.0
751,Cameroon,1992,,0.0
752,Cameroon,1993,,0.0
753,Cameroon,1994,,0.011810778000000001
754,Cameroon,1995,,0.020101116000000002
755,Cameroon,1996,,0.024446548999999998
756,Cameroon,1997,,0.02855312
757,Cameroon,1998,,0.033095248
758,Cameroon,1999,,0.03867561
759,Cameroon,2000,0.25,0.648423286
760,Cameroon,2001,0.28,2.552194314
761,Cameroon,2002,0.36,4.18010464
762,Cameroon,2003,0.59,6.253165411
763,Cameroon,2004,0.98,8.661224693
764,Cameroon,2005,1.4,12.41890525
765,Cameroon,2006,2.03,16.84911141
766,Cameroon,2007,2.93,23.75158108
767,Cameroon,2008,3.4,31.44110653
768,Cameroon,2009,3.84,39.81367836
769,Cameroon,2010,4.3,41.8760103
770,Cameroon,2011,5.0,49.56740015
771,Cameroon,2012,5.7,60.40682443
772,Cameroon,2013,6.4,70.39046850000001
773,Canada,1990,,2.110674786
774,Canada,1991,,2.769888481
775,Canada,1992,,3.621301434
776,Canada,1993,,4.648371087
777,Canada,1994,,6.435664704
778,Canada,1995,,8.840378661
779,Canada,1996,,11.82226558
780,Canada,1997,,14.04583637
781,Canada,1998,,17.73689555
782,Canada,1999,,22.72196984
783,Canada,2000,51.3,28.42909462
784,Canada,2001,60.2,34.36625958
785,Canada,2002,61.59,37.94941948
786,Canada,2003,64.2,42.07126881
787,Canada,2004,65.96,47.06386648
788,Canada,2005,71.66,52.75959279
789,Canada,2006,72.4,57.49320536
790,Canada,2007,73.2,61.47310755
791,Canada,2008,76.7,66.20487722
792,Canada,2009,80.3,70.54830532
793,Canada,2010,80.3,75.676078
794,Canada,2011,83.0,77.82549309
795,Canada,2012,83.0,79.56833775
796,Canada,2013,85.8,80.61008074
797,Cape Verde,1990,,0.0
798,Cape Verde,1991,,0.0
799,Cape Verde,1992,,0.0
800,Cape Verde,1993,,0.0
801,Cape Verde,1994,,0.0
802,Cape Verde,1995,,0.0
803,Cape Verde,1996,,0.0
804,Cape Verde,1997,,0.004789708
805,Cape Verde,1998,,0.23947484600000002
806,Cape Verde,1999,,1.858266846
807,Cape Verde,2000,1.82,4.459276806
808,Cape Verde,2001,2.69,6.988944394
809,Cape Verde,2002,3.52,9.354227469
810,Cape Verde,2003,4.32,11.42376199
811,Cape Verde,2004,5.32,13.89003267
812,Cape Verde,2005,6.07,17.07319111
813,Cape Verde,2006,6.81,22.58745902
814,Cape Verde,2007,8.28,31.46741973
815,Cape Verde,2008,14.0,57.29277356
816,Cape Verde,2009,21.0,59.83377049
817,Cape Verde,2010,30.0,76.26543014
818,Cape Verde,2011,32.0,80.81218046
819,Cape Verde,2012,34.74,86.02531144
820,Cape Verde,2013,37.5,100.1124481
821,Cayman Islands,1990,,0.0
822,Cayman Islands,1991,,2.132692381
823,Cayman Islands,1992,,3.605576235
824,Cayman Islands,1993,,4.397598771
825,Cayman Islands,1994,,6.0322741639999995
826,Cayman Islands,1995,,8.000757767
827,Cayman Islands,1997,,11.54343185
828,Cayman Islands,1998,,13.69826718
829,Cayman Islands,1999,,21.12534539
830,Cayman Islands,2000,,25.66870577
831,Cayman Islands,2001,,39.24556179
832,Cayman Islands,2002,,42.46569219
833,Cayman Islands,2003,,45.70733403
834,Cayman Islands,2004,,71.46028457
835,Cayman Islands,2005,38.03,166.4747136
836,Cayman Islands,2006,44.5,185.02178869999997
837,Cayman Islands,2007,52.0,197.1887628
838,Cayman Islands,2008,61.0,185.8047324
839,Cayman Islands,2009,64.5,200.2745279
840,Cayman Islands,2010,66.0,181.174224
841,Cayman Islands,2011,69.47,170.9810781
842,Cayman Islands,2012,74.13,171.6762203
843,Cayman Islands,2013,74.1,167.7693163
844,Central African Republic,1990,,0.0
845,Central African Republic,1991,,0.0
846,Central African Republic,1992,,0.0
847,Central African Republic,1993,,0.0
848,Central African Republic,1994,,0.0
849,Central African Republic,1995,,0.001343226
850,Central African Republic,1996,,0.031967296
851,Central African Republic,1997,,0.040003118
852,Central African Republic,1998,,0.046681951
853,Central African Republic,1999,,0.11659821199999999
854,Central African Republic,2000,,0.136519203
855,Central African Republic,2001,,0.29697263399999996
856,Central African Republic,2002,,0.334461655
857,Central African Republic,2003,,1.04448569
858,Central African Republic,2004,,1.540992322
859,Central African Republic,2005,,2.524680647
860,Central African Republic,2006,,2.7281055889999997
861,Central African Republic,2007,,8.278756442999999
862,Central African Republic,2008,,13.61972672
863,Central African Republic,2009,,20.24357708
864,Central African Republic,2010,,22.51148929
865,Central African Republic,2011,,22.37140338
866,Central African Republic,2012,,25.26102109
867,Central African Republic,2013,,29.46657548
868,Chad,1990,,0.0
869,Chad,1991,,0.0
870,Chad,1992,,0.0
871,Chad,1993,,0.0
872,Chad,1994,,0.0
873,Chad,1995,,0.0
874,Chad,1996,,0.0
875,Chad,1997,,0.0
876,Chad,1998,,0.0
877,Chad,1999,,0.0
878,Chad,2000,0.04,0.06625587200000001
879,Chad,2001,0.05,0.25519327
880,Chad,2002,0.17,0.38169796200000006
881,Chad,2003,0.32,0.6980814790000001
882,Chad,2004,0.36,1.272630052
883,Chad,2005,0.4,2.096977626
884,Chad,2006,0.58,4.500299416
885,Chad,2007,0.85,8.587287923
886,Chad,2008,1.19,14.50506716
887,Chad,2009,1.5,20.06204202
888,Chad,2010,1.7,24.53167583
889,Chad,2011,1.9,30.34478288
890,Chad,2012,2.1,35.36487879
891,Chad,2013,2.3,35.56437683
892,Chile,1990,,0.105350944
893,Chile,1991,,0.268539847
894,Chile,1992,,0.470127826
895,Chile,1993,,0.610285808
896,Chile,1994,,0.814454288
897,Chile,1995,,1.366430697
898,Chile,1996,,2.178877112
899,Chile,1997,,2.75502543
900,Chile,1998,,6.397437861
901,Chile,1999,,14.80909023
902,Chile,2000,16.6,22.01007195
903,Chile,2001,19.1,32.61518474
904,Chile,2002,22.1,39.47217874
905,Chile,2003,25.47,45.43908728
906,Chile,2004,28.18,57.28133939
907,Chile,2005,31.18,64.69417543
908,Chile,2006,34.5,75.43868865
909,Chile,2007,35.9,83.7200337
910,Chile,2008,37.3,87.91177733
911,Chile,2009,41.56,96.81312008
912,Chile,2010,45.0,115.75138359999998
913,Chile,2011,52.25,128.92690729999998
914,Chile,2012,61.42,137.0811793
915,Chile,2013,66.5,134.2890529
916,China,1990,,0.001571868
917,China,1991,,0.004018906
918,China,1992,,0.014759086000000001
919,China,1993,,0.052592372000000005
920,China,1994,,0.127903776
921,China,1995,,0.293245078
922,China,1996,,0.549163873
923,China,1997,,1.052726386
924,China,1998,,1.8860713690000002
925,China,1999,,3.401326149
926,China,2000,1.78,6.658707962
927,China,2001,2.64,11.24474524
928,China,2002,4.6,15.90376731
929,China,2003,6.2,20.72082242
930,China,2004,7.3,25.55100154
931,China,2005,8.52,29.84470593
932,China,2006,10.52,34.76674887
933,China,2007,16.0,41.01687431
934,China,2008,22.6,47.75671627
935,China,2009,28.9,55.29808341
936,China,2010,34.3,63.17027802
937,China,2011,38.3,72.0713209
938,China,2012,42.3,80.76271455
939,China,2013,45.8,88.70833462
940,Colombia,1990,,0.0
941,Colombia,1991,,0.0
942,Colombia,1992,,0.0
943,Colombia,1993,,0.0
944,Colombia,1994,,0.24169275
945,Colombia,1995,,0.750781397
946,Colombia,1996,,1.404166019
947,Colombia,1997,,3.336985973
948,Colombia,1998,,4.667668497
949,Colombia,1999,,5.012308803
950,Colombia,2000,2.21,5.656428656
951,Colombia,2001,2.85,8.05071461
952,Colombia,2002,4.6,11.15236825
953,Colombia,2003,7.39,14.774069699999998
954,Colombia,2004,9.12,24.45605295
955,Colombia,2005,11.01,50.59739682
956,Colombia,2006,15.34,67.88728318
957,Colombia,2007,21.8,76.27493489
958,Colombia,2008,25.6,91.61012359
959,Colombia,2009,30.0,92.04640981
960,Colombia,2010,36.5,95.76455258
961,Colombia,2011,40.35,98.13425332
962,Colombia,2012,48.98,102.85493840000001
963,Colombia,2013,51.7,104.0845439
964,Comoros,1990,,0.0
965,Comoros,1991,,0.0
966,Comoros,1992,,0.0
967,Comoros,1993,,0.0
968,Comoros,1994,,0.0
969,Comoros,1995,,0.0
970,Comoros,1996,,0.0
971,Comoros,1997,,0.0
972,Comoros,1998,,0.0
973,Comoros,1999,,0.0
974,Comoros,2000,0.27,0.0
975,Comoros,2001,0.44,0.0
976,Comoros,2002,0.55,0.0
977,Comoros,2003,0.85,0.35057520600000003
978,Comoros,2004,1.33,1.431185075
979,Comoros,2005,2.0,2.5840098680000003
980,Comoros,2006,2.2,5.981418464
981,Comoros,2007,2.5,9.815151975
982,Comoros,2008,3.0,14.12941193
983,Comoros,2009,3.5,18.40512718
984,Comoros,2010,5.1,24.19595919
985,Comoros,2011,5.5,30.91017629
986,Comoros,2012,5.98,39.51356301
987,Comoros,2013,6.5,47.28425115
988,Congo,1990,,0.0
989,Congo,1991,,0.0
990,Congo,1992,,0.0
991,Congo,1993,,0.0
992,Congo,1994,,0.0
993,Congo,1995,,0.0
994,Congo,1996,,0.035745282
995,Congo,1998,,0.114474547
996,Congo,1999,,0.164233601
997,Congo,2000,0.03,2.239137305
998,Congo,2001,0.03,4.679258656
999,Congo,2002,0.16,6.754536548
1000,Congo,2003,0.46,9.811447759
1001,Congo,2004,1.08,11.12402678
1002,Congo,2005,1.46,15.75537552
1003,Congo,2006,2.01,25.16003031
1004,Congo,2007,2.76,34.25590964
1005,Congo,2008,4.29,46.61451448
1006,Congo,2009,4.5,73.79715284
1007,Congo,2010,5.0,90.44274713
1008,Congo,2011,5.6,91.93909914
1009,Congo,2012,6.11,98.75682808
1010,Congo,2013,6.6,104.7695043
1011,Costa Rica,1990,,0.0
1012,Costa Rica,1991,,0.0
1013,Costa Rica,1992,,0.093024176
1014,Costa Rica,1993,,0.136853257
1015,Costa Rica,1994,,0.205830135
1016,Costa Rica,1995,,0.539072399
1017,Costa Rica,1996,,1.304630033
1018,Costa Rica,1997,,1.7601598680000001
1019,Costa Rica,1998,,2.9000809210000003
1020,Costa Rica,1999,,3.5967612539999996
1021,Costa Rica,2000,5.8,5.385144702000001
1022,Costa Rica,2001,9.56,8.146131245
1023,Costa Rica,2002,19.89,12.27400192
1024,Costa Rica,2003,20.33,18.65912118
1025,Costa Rica,2004,20.79,21.73836456
1026,Costa Rica,2005,22.07,25.49240416
1027,Costa Rica,2006,25.1,32.86782699
1028,Costa Rica,2007,28.4,33.79212704
1029,Costa Rica,2008,32.29,41.62122844
1030,Costa Rica,2009,34.33,42.38509644
1031,Costa Rica,2010,36.5,66.9932126
1032,Costa Rica,2011,39.21,87.66035275
1033,Costa Rica,2012,47.5,111.91991329999999
1034,Costa Rica,2013,45.96,145.9716479
1035,Cote d'Ivoire,1990,,0.0
1036,Cote d'Ivoire,1991,,0.0
1037,Cote d'Ivoire,1992,,0.0
1038,Cote d'Ivoire,1993,,0.0
1039,Cote d'Ivoire,1994,,0.0
1040,Cote d'Ivoire,1995,,0.0
1041,Cote d'Ivoire,1996,,0.09259594
1042,Cote d'Ivoire,1997,,0.23932750600000002
1043,Cote d'Ivoire,1998,,0.5908863879999999
1044,Cote d'Ivoire,1999,,1.6271988640000001
1045,Cote d'Ivoire,2000,0.23,2.93188436
1046,Cote d'Ivoire,2001,0.4,4.436889916
1047,Cote d'Ivoire,2002,0.5,6.1592731679999995
1048,Cote d'Ivoire,2003,0.76,7.573690547999999
1049,Cote d'Ivoire,2004,0.85,9.766100444
1050,Cote d'Ivoire,2005,1.04,13.5071853
1051,Cote d'Ivoire,2006,1.52,23.01735374
1052,Cote d'Ivoire,2007,1.8,41.60500652
1053,Cote d'Ivoire,2008,1.9,57.22349848
1054,Cote d'Ivoire,2009,2.0,70.87826244
1055,Cote d'Ivoire,2010,2.7,82.20152116
1056,Cote d'Ivoire,2011,2.9,89.44962943
1057,Cote d'Ivoire,2012,5.0,91.22862939
1058,Cote d'Ivoire,2013,8.4,95.44605196
1059,Croatia,1990,,0.005006758
1060,Croatia,1991,,0.042070685999999996
1061,Croatia,1992,,0.132006749
1062,Croatia,1993,,0.23899589
1063,Croatia,1994,,0.458153231
1064,Croatia,1995,,0.718264839
1065,Croatia,1996,,1.39727181
1066,Croatia,1997,,2.61691813
1067,Croatia,1998,,4.006694363
1068,Croatia,1999,,6.538459662999999
1069,Croatia,2000,6.64,23.08276209
1070,Croatia,2001,11.56,39.46668034
1071,Croatia,2002,17.76,52.24918201
1072,Croatia,2003,22.75,57.51727921
1073,Croatia,2004,30.91,64.44748808
1074,Croatia,2005,33.14,83.15832573
1075,Croatia,2006,37.98,100.3790937
1076,Croatia,2007,41.44,115.2253076
1077,Croatia,2008,44.24,104.46434350000001
1078,Croatia,2009,50.58,107.47338459999999
1079,Croatia,2010,56.55,113.6081449
1080,Croatia,2011,57.79,118.3013547
1081,Croatia,2012,61.94,115.41360470000001
1082,Croatia,2013,66.75,114.50956869999999
1083,Cuba,1990,,0.0
1084,Cuba,1991,,0.0
1085,Cuba,1992,,0.002175148
1086,Cuba,1993,,0.00462041
1087,Cuba,1994,,0.010589381
1088,Cuba,1995,,0.017736898
1089,Cuba,1996,,0.022102299
1090,Cuba,1997,,0.027158312999999996
1091,Cuba,1998,,0.036659711
1092,Cuba,1999,,0.046263685
1093,Cuba,2000,0.54,0.058679798
1094,Cuba,2001,1.08,0.076766381
1095,Cuba,2002,3.77,0.159211568
1096,Cuba,2003,5.24,0.31438940600000004
1097,Cuba,2004,8.41,0.672354824
1098,Cuba,2005,9.74,1.2002573840000001
1099,Cuba,2006,11.16,1.351328632
1100,Cuba,2007,11.69,1.75418261
1101,Cuba,2008,12.94,2.936664083
1102,Cuba,2009,14.33,5.502396795
1103,Cuba,2010,15.9,8.890583462
1104,Cuba,2011,16.02,11.66313248
1105,Cuba,2012,21.2,14.92016162
1106,Cuba,2013,27.93,17.71492741
1107,Cyprus,1990,,0.411682066
1108,Cyprus,1991,,0.655184655
1109,Cyprus,1992,,1.216371494
1110,Cyprus,1993,,1.867090695
1111,Cyprus,1994,,2.7399583830000003
1112,Cyprus,1995,,5.196816887
1113,Cyprus,1996,,8.105505207
1114,Cyprus,1997,,10.32497954
1115,Cyprus,1998,,12.82201225
1116,Cyprus,1999,,16.38578873
1117,Cyprus,2000,15.26,23.14502373
1118,Cyprus,2001,18.82,32.69487385
1119,Cyprus,2002,28.32,42.6515777
1120,Cyprus,2003,30.09,55.27790635
1121,Cyprus,2004,33.83,64.79829104
1122,Cyprus,2005,32.81,75.78090348
1123,Cyprus,2006,35.83,82.77911008
1124,Cyprus,2007,40.77,92.96553929999999
1125,Cyprus,2008,42.31,94.3969347
1126,Cyprus,2009,49.81,89.63535014
1127,Cyprus,2010,52.99,93.69258439
1128,Cyprus,2011,56.86,97.70992366
1129,Cyprus,2012,60.69,98.40043437
1130,Cyprus,2013,65.45,96.35942536
1131,Czech Republic,1990,,0.0
1132,Czech Republic,1991,,0.012023233999999999
1133,Czech Republic,1992,,0.044996981
1134,Czech Republic,1993,,0.135784868
1135,Czech Republic,1994,,0.294173605
1136,Czech Republic,1995,,0.47295623700000006
1137,Czech Republic,1996,,1.9395665480000002
1138,Czech Republic,1997,,5.104522953
1139,Czech Republic,1998,,9.381611565
1140,Czech Republic,1999,,18.93412681
1141,Czech Republic,2000,9.78,42.3984415
1142,Czech Republic,2001,14.7,67.90006485
1143,Czech Republic,2002,23.93,84.29721942
1144,Czech Republic,2003,34.3,95.14729054
1145,Czech Republic,2004,35.5,105.63002320000001
1146,Czech Republic,2005,35.27,115.10353710000001
1147,Czech Republic,2006,47.93,120.7427007
1148,Czech Republic,2007,51.93,127.96391909999998
1149,Czech Republic,2008,62.97,132.350961
1150,Czech Republic,2009,64.43,124.5668165
1151,Czech Republic,2010,68.82,122.5551112
1152,Czech Republic,2011,70.49,124.09437460000001
1153,Czech Republic,2012,73.43,126.8464851
1154,Czech Republic,2013,74.11,127.7307828
1155,Democratic Republic of Congo,1990,,0.0
1156,Democratic Republic of Congo,1991,,0.0
1157,Democratic Republic of Congo,1995,,0.020232062
1158,Democratic Republic of Congo,1996,,0.016696581000000002
1159,Democratic Republic of Congo,1997,,0.020191297
1160,Democratic Republic of Congo,1998,,0.022241527
1161,Democratic Republic of Congo,1999,,0.026150001000000003
1162,Democratic Republic of Congo,2000,0.01,0.031949396
1163,Democratic Republic of Congo,2001,0.01,0.311416239
1164,Democratic Republic of Congo,2002,0.09,1.130925646
1165,Democratic Republic of Congo,2003,0.13,2.444905248
1166,Democratic Republic of Congo,2004,0.2,3.792769423
1167,Democratic Republic of Congo,2005,0.24,5.082723491
1168,Democratic Republic of Congo,2006,0.3,7.942801654
1169,Democratic Republic of Congo,2007,0.37,11.52690544
1170,Democratic Republic of Congo,2008,0.44,16.89524742
1171,Democratic Republic of Congo,2009,0.56,15.63752578
1172,Democratic Republic of Congo,2010,0.72,19.00647586
1173,Democratic Republic of Congo,2011,1.2,24.47130767
1174,Democratic Republic of Congo,2012,1.68,30.58009217
1175,Democratic Republic of Congo,2013,2.2,41.81656407
1176,Denmark,1990,,2.88347134
1177,Denmark,1991,,3.413512849
1178,Denmark,1992,,4.081427044
1179,Denmark,1993,,6.889123885
1180,Denmark,1994,,9.661657764
1181,Denmark,1995,,15.71430701
1182,Denmark,1996,,25.05702382
1183,Denmark,1997,,27.36597973
1184,Denmark,1998,,36.44494478
1185,Denmark,1999,,49.41497271
1186,Denmark,2000,39.17,63.00812452
1187,Denmark,2001,42.96,73.95702529
1188,Denmark,2002,64.25,83.40020495
1189,Denmark,2003,76.26,88.56084311
1190,Denmark,2004,80.93,95.70911343
1191,Denmark,2005,82.74,100.5816868
1192,Denmark,2006,86.65,107.1170645
1193,Denmark,2007,85.03,115.3715804
1194,Denmark,2008,85.02,119.30247320000001
1195,Denmark,2009,86.84,123.6993991
1196,Denmark,2010,88.72,115.669923
1197,Denmark,2011,89.81,128.661526
1198,Denmark,2012,92.26,130.2798977
1199,Denmark,2013,94.63,127.11767160000001
1200,Djibouti,1990,,0.0
1201,Djibouti,1991,,0.0
1202,Djibouti,1992,,0.0
1203,Djibouti,1993,,0.0
1204,Djibouti,1994,,0.0
1205,Djibouti,1995,,0.0
1206,Djibouti,1996,,0.016274814
1207,Djibouti,1997,,0.029510232
1208,Djibouti,1998,,0.031432074
1209,Djibouti,1999,,0.039345073
1210,Djibouti,2000,0.19,0.031816868
1211,Djibouti,2001,0.34,0.408868633
1212,Djibouti,2002,0.49,2.014953643
1213,Djibouti,2003,0.63,3.046014687
1214,Djibouti,2004,0.78,4.50288335
1215,Djibouti,2005,0.95,5.672656567000001
1216,Djibouti,2006,1.27,5.690729661000001
1217,Djibouti,2007,1.62,8.70663211
1218,Djibouti,2008,2.26,13.93013208
1219,Djibouti,2009,4.0,15.66875338
1220,Djibouti,2010,6.5,19.85681673
1221,Djibouti,2011,7.0,22.80161957
1222,Djibouti,2012,8.27,24.71558258
1223,Djibouti,2013,9.5,27.96586676
1224,Dominica,1990,,0.0
1225,Dominica,1991,,0.0
1226,Dominica,1992,,0.0
1227,Dominica,1993,,0.0
1228,Dominica,1994,,0.0
1229,Dominica,1995,,0.0
1230,Dominica,1996,,0.647963343
1231,Dominica,1997,,0.7857990840000001
1232,Dominica,1998,,0.924674586
1233,Dominica,1999,,1.1444593859999999
1234,Dominica,2000,8.81,1.722183154
1235,Dominica,2001,13.25,11.06804479
1236,Dominica,2002,18.42,17.43832908
1237,Dominica,2003,23.62,33.95186845
1238,Dominica,2004,30.32,59.49235691
1239,Dominica,2005,38.54,73.71494996
1240,Dominica,2006,39.4,101.1458481
1241,Dominica,2007,40.27,125.7150929
1242,Dominica,2008,41.16,128.3805708
1243,Dominica,2009,42.02,138.74021069999998
1244,Dominica,2010,47.45,148.33701010000001
1245,Dominica,2011,51.31,152.5524853
1246,Dominica,2012,55.18,152.4747503
1247,Dominica,2013,59.0,129.9598628
1248,Dominican Republic,1990,,0.043698337000000004
1249,Dominican Republic,1991,,0.07582122599999999
1250,Dominican Republic,1992,,0.09535276599999999
1251,Dominican Republic,1993,,0.134804055
1252,Dominican Republic,1994,,0.267922366
1253,Dominican Republic,1995,,0.701670075
1254,Dominican Republic,1996,,1.0167677309999998
1255,Dominican Republic,1997,,1.714916352
1256,Dominican Republic,1998,,2.494884143
1257,Dominican Republic,1999,,4.977015979
1258,Dominican Republic,2000,3.7,8.142637879
1259,Dominican Republic,2001,4.43,14.43390143
1260,Dominican Republic,2002,6.82,19.032560999999998
1261,Dominican Republic,2003,7.9,23.06075038
1262,Dominican Republic,2004,8.87,27.52205864
1263,Dominican Republic,2005,11.48,38.77928523
1264,Dominican Republic,2006,14.84,48.58664735
1265,Dominican Republic,2007,17.66,57.33593759
1266,Dominican Republic,2008,20.82,73.95219275
1267,Dominican Republic,2009,27.72,87.30861627
1268,Dominican Republic,2010,31.4,88.7787084
1269,Dominican Republic,2011,38.0,86.43207979
1270,Dominican Republic,2012,41.2,86.93709732
1271,Dominican Republic,2013,45.9,88.43350015
1272,Ecuador,1990,,0.0
1273,Ecuador,1991,,0.0
1274,Ecuador,1992,,0.0
1275,Ecuador,1993,,0.0
1276,Ecuador,1994,,0.17082821199999998
1277,Ecuador,1995,,0.480566995
1278,Ecuador,1996,,0.517246854
1279,Ecuador,1997,,1.072140872
1280,Ecuador,1998,,2.0163
1281,Ecuador,1999,,3.1186225760000004
1282,Ecuador,2000,1.46,3.847519769
1283,Ecuador,2001,2.67,6.722172021
1284,Ecuador,2002,4.26,11.97894159
1285,Ecuador,2003,4.46,18.05870507
1286,Ecuador,2004,4.83,26.19668978
1287,Ecuador,2005,5.99,45.33840899
1288,Ecuador,2006,7.2,60.50592352
1289,Ecuador,2007,10.8,69.66428675
1290,Ecuador,2008,18.8,80.51374955
1291,Ecuador,2009,24.6,89.7355484
1292,Ecuador,2010,29.03,98.53115831
1293,Ecuador,2011,31.37,100.56559940000001
1294,Ecuador,2012,35.14,106.22553290000002
1295,Ecuador,2013,40.35,111.4620027
1296,Egypt,1990,,0.007100178
1297,Egypt,1991,,0.007841417
1298,Egypt,1992,,0.008416891999999999
1299,Egypt,1993,,0.011595444
1300,Egypt,1994,,0.012237709
1301,Egypt,1995,,0.012045436000000001
1302,Egypt,1996,,0.011861838000000001
1303,Egypt,1997,,0.103619882
1304,Egypt,1998,,0.14166620800000002
1305,Egypt,1999,,0.738848579
1306,Egypt,2000,0.64,2.056199148
1307,Egypt,2001,0.84,4.1571813330000005
1308,Egypt,2002,2.72,6.580539155
1309,Egypt,2003,4.04,8.349882145
1310,Egypt,2004,11.92,10.82720009
1311,Egypt,2005,12.75,18.98863599
1312,Egypt,2006,13.66,24.66217297
1313,Egypt,2007,16.03,40.54135052
1314,Egypt,2008,18.01,54.69017202
1315,Egypt,2009,20.0,72.09666743
1316,Egypt,2010,21.6,90.50319174
1317,Egypt,2011,25.6,105.07942279999999
1318,Egypt,2012,26.4,119.9164442
1319,Egypt,2013,29.4,121.507893
1320,El Salvador,1990,,0.0
1321,El Salvador,1991,,0.0
1322,El Salvador,1992,,0.0
1323,El Salvador,1993,,0.0291568
1324,El Salvador,1994,,0.085738294
1325,El Salvador,1995,,0.234428837
1326,El Salvador,1996,,0.400740518
1327,El Salvador,1997,,0.6859342409999999
1328,El Salvador,1998,,2.325930133
1329,El Salvador,1999,,8.625088108
1330,El Salvador,2000,1.18,12.47950508
1331,El Salvador,2001,1.5,14.33148118
1332,El Salvador,2002,1.9,14.79314975
1333,El Salvador,2003,2.5,19.06983255
1334,El Salvador,2004,3.2,30.28907507
1335,El Salvador,2005,4.2,39.71573336
1336,El Salvador,2006,5.5,63.17542366
1337,El Salvador,2007,6.11,100.2356543
1338,El Salvador,2008,10.08,112.98693259999999
1339,El Salvador,2009,12.11,122.36216670000002
1340,El Salvador,2010,15.9,123.83555030000001
1341,El Salvador,2011,18.9,132.9256445
1342,El Salvador,2012,20.32,137.3425261
1343,El Salvador,2013,23.11,136.18744019999997
1344,Equatorial Guinea,1990,,0.0
1345,Equatorial Guinea,1991,,0.0
1346,Equatorial Guinea,1992,,0.0
1347,Equatorial Guinea,1993,,0.0
1348,Equatorial Guinea,1994,,0.0
1349,Equatorial Guinea,1995,,0.0
1350,Equatorial Guinea,1996,,0.013365791
1351,Equatorial Guinea,1997,,0.063655345
1352,Equatorial Guinea,1998,,0.061043034
1353,Equatorial Guinea,1999,,0.119481688
1354,Equatorial Guinea,2000,0.13,0.964917528
1355,Equatorial Guinea,2001,0.17,2.8058781280000002
1356,Equatorial Guinea,2002,0.32,5.803420028
1357,Equatorial Guinea,2003,0.52,7.299244396000001
1358,Equatorial Guinea,2004,0.84,10.56344638
1359,Equatorial Guinea,2005,1.15,16.0524014
1360,Equatorial Guinea,2006,1.28,19.30759738
1361,Equatorial Guinea,2007,1.56,23.45149761
1362,Equatorial Guinea,2008,1.82,27.35458379
1363,Equatorial Guinea,2009,2.13,29.548600800000003
1364,Equatorial Guinea,2010,6.0,57.35549085
1365,Equatorial Guinea,2011,11.5,66.8802619
1366,Equatorial Guinea,2012,13.94,68.05374469
1367,Equatorial Guinea,2013,16.4,67.47338887
1368,Eritrea,1990,,0.0
1369,Eritrea,1991,,0.0
1370,Eritrea,1992,,0.0
1371,Eritrea,1993,,0.0
1372,Eritrea,1994,,0.0
1373,Eritrea,1995,,0.0
1374,Eritrea,1996,,0.0
1375,Eritrea,1997,,0.0
1376,Eritrea,1998,,0.0
1377,Eritrea,1999,,0.0
1378,Eritrea,2000,0.14,0.0
1379,Eritrea,2001,0.16,0.0
1380,Eritrea,2002,0.23,0.0
1381,Eritrea,2003,,0.0
1382,Eritrea,2004,,0.428676577
1383,Eritrea,2005,,0.833074787
1384,Eritrea,2006,,1.23129209
1385,Eritrea,2007,0.41,1.6190113869999998
1386,Eritrea,2008,0.47,2.018352101
1387,Eritrea,2009,0.54,2.539273454
1388,Eritrea,2010,0.61,3.227135845
1389,Eritrea,2011,0.7,4.077954414
1390,Eritrea,2012,0.8,4.979397878
1391,Eritrea,2013,0.9,5.602975462000001
1392,Estonia,1990,,0.0
1393,Estonia,1991,,0.036792424
