Entity,Code,Year,Mobile cellular subscriptions
Democratic Republic of Congo,COD,2011,24.47130767
Democratic Republic of Congo,COD,2012,30.58009217
Democratic Republic of Congo,COD,2013,41.81656407
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0.140547863
Denmark,DNK,1983,0.314516643
Denmark,DNK,1984,0.598204448
Denmark,DNK,1985,0.901551372
Denmark,DNK,1986,1.126449445
Denmark,DNK,1987,1.513422359
Denmark,DNK,1988,1.981426966
Denmark,DNK,1989,2.413347807
Denmark,DNK,1990,2.88347134
Denmark,DNK,1991,3.413512849
Denmark,DNK,1992,4.081427044
Denmark,DNK,1993,6.889123885
Denmark,DNK,1994,9.661657764
Denmark,DNK,1995,15.71430701
Denmark,DNK,1996,25.05702382
Denmark,DNK,1997,27.36597973
Denmark,DNK,1998,36.44494478
Denmark,DNK,1999,49.41497271
Denmark,DNK,2000,63.00812452
Denmark,DNK,2001,73.95702529
Denmark,DNK,2002,83.40020495
Denmark,DNK,2003,88.56084311
Denmark,DNK,2004,95.70911343
Denmark,DNK,2005,100.5816868
Denmark,DNK,2006,107.1170645
Denmark,DNK,2007,115.3715804
Denmark,DNK,2008,119.3024732
Denmark,DNK,2009,123.6993991
Denmark,DNK,2010,115.669923
Denmark,DNK,2011,128.661526
Denmark,DNK,2012,130.2798977
Denmark,DNK,2013,127.1176716
Djibouti,DJI,1980,0
Djibouti,DJI,1981,0
Djibouti,DJI,1982,0
Djibouti,DJI,1983,0
Djibouti,DJI,1984,0
Djibouti,DJI,1985,0
Djibouti,DJI,1986,0
Djibouti,DJI,1987,0
Djibouti,DJI,1988,0
Djibouti,DJI,1989,0
Djibouti,DJI,1990,0
Djibouti,DJI,1991,0
Djibouti,DJI,1992,0
Djibouti,DJI,1993,0
Djibouti,DJI,1994,0
Djibouti,DJI,1995,0
Djibouti,DJI,1996,0.016274814
Djibouti,DJI,1997,0.029510232
Djibouti,DJI,1998,0.031432074
Djibouti,DJI,1999,0.039345073
Djibouti,DJI,2000,0.031816868
Djibouti,DJI,2001,0.408868633
Djibouti,DJI,2002,2.014953643
Djibouti,DJI,2003,3.046014687
Djibouti,DJI,2004,4.50288335
Djibouti,DJI,2005,5.672656567
Djibouti,DJI,2006,5.690729661
Djibouti,DJI,2007,8.70663211
Djibouti,DJI,2008,13.93013208
Djibouti,DJI,2009,15.66875338
Djibouti,DJI,2010,19.85681673
Djibouti,DJI,2011,22.80161957
Djibouti,DJI,2012,24.71558258
Djibouti,DJI,2013,27.96586676
Dominica,DMA,1980,0
Dominica,DMA,1981,0
Dominica,DMA,1982,0
Dominica,DMA,1983,0
Dominica,DMA,1984,0
Dominica,DMA,1985,0
Dominica,DMA,1986,0
Dominica,DMA,1987,0
Dominica,DMA,1988,0
Dominica,DMA,1989,0
Dominica,DMA,1990,0
Dominica,DMA,1991,0
Dominica,DMA,1992,0
Dominica,DMA,1993,0
Dominica,DMA,1994,0
Dominica,DMA,1995,0
Dominica,DMA,1996,0.647963343
Dominica,DMA,1997,0.785799084
Dominica,DMA,1998,0.924674586
Dominica,DMA,1999,1.144459386
Dominica,DMA,2000,1.722183154
Dominica,DMA,2001,11.06804479
Dominica,DMA,2002,17.43832908
Dominica,DMA,2003,33.95186845
Dominica,DMA,2004,59.49235691
Dominica,DMA,2005,73.71494996
Dominica,DMA,2006,101.1458481
Dominica,DMA,2007,125.7150929
Dominica,DMA,2008,128.3805708
Dominica,DMA,2009,138.7402107
Dominica,DMA,2010,148.3370101
Dominica,DMA,2011,152.5524853
Dominica,DMA,2012,152.4747503
Dominica,DMA,2013,129.9598628
Dominican Republic,DOM,1980,0
Dominican Republic,DOM,1981,0
Dominican Republic,DOM,1982,0
Dominican Republic,DOM,1983,0
Dominican Republic,DOM,1984,0
Dominican Republic,DOM,1985,0
Dominican Republic,DOM,1986,0
Dominican Republic,DOM,1990,0.043698337
Dominican Republic,DOM,1991,0.075821226
Dominican Republic,DOM,1992,0.095352766
Dominican Republic,DOM,1993,0.134804055
Dominican Republic,DOM,1994,0.267922366
Dominican Republic,DOM,1995,0.701670075
Dominican Republic,DOM,1996,1.016767731
Dominican Republic,DOM,1997,1.714916352
Dominican Republic,DOM,1998,2.494884143
Dominican Republic,DOM,1999,4.977015979
Dominican Republic,DOM,2000,8.142637879
Dominican Republic,DOM,2001,14.43390143
Dominican Republic,DOM,2002,19.032561
Dominican Republic,DOM,2003,23.06075038
Dominican Republic,DOM,2004,27.52205864
Dominican Republic,DOM,2005,38.77928523
Dominican Republic,DOM,2006,48.58664735
Dominican Republic,DOM,2007,57.33593759
Dominican Republic,DOM,2008,73.95219275
Dominican Republic,DOM,2009,87.30861627
Dominican Republic,DOM,2010,88.7787084
Dominican Republic,DOM,2011,86.43207979
Dominican Republic,DOM,2012,86.93709732
Dominican Republic,DOM,2013,88.43350015
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0.170828212
Ecuador,ECU,1995,0.480566995
Ecuador,ECU,1996,0.517246854
Ecuador,ECU,1997,1.072140872
Ecuador,ECU,1998,2.0163
Ecuador,ECU,1999,3.118622576
Ecuador,ECU,2000,3.847519769
Ecuador,ECU,2001,6.722172021
Ecuador,ECU,2002,11.97894159
Ecuador,ECU,2003,18.05870507
Ecuador,ECU,2004,26.19668978
Ecuador,ECU,2005,45.33840899
Ecuador,ECU,2006,60.50592352
Ecuador,ECU,2007,69.66428675
Ecuador,ECU,2008,80.51374955
Ecuador,ECU,2009,89.7355484
Ecuador,ECU,2010,98.53115831
Ecuador,ECU,2011,100.5655994
Ecuador,ECU,2012,106.2255329
Ecuador,ECU,2013,111.4620027
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0.004977561
Egypt,EGY,1988,0.005593283
Egypt,EGY,1989,0.006555298
Egypt,EGY,1990,0.007100178
Egypt,EGY,1991,0.007841417
Egypt,EGY,1992,0.008416892
Egypt,EGY,1993,0.011595444
Egypt,EGY,1994,0.012237709
Egypt,EGY,1995,0.012045436
Egypt,EGY,1996,0.011861838
Egypt,EGY,1997,0.103619882
Egypt,EGY,1998,0.141666208
Egypt,EGY,1999,0.738848579
Egypt,EGY,2000,2.056199148
Egypt,EGY,2001,4.157181333
Egypt,EGY,2002,6.580539155
Egypt,EGY,2003,8.349882145
Egypt,EGY,2004,10.82720009
Egypt,EGY,2005,18.98863599
Egypt,EGY,2006,24.66217297
Egypt,EGY,2007,40.54135052
Egypt,EGY,2008,54.69017202
Egypt,EGY,2009,72.09666743
Egypt,EGY,2010,90.50319174
Egypt,EGY,2011,105.0794228
Egypt,EGY,2012,119.9164442
Egypt,EGY,2013,121.507893
El Salvador,SLV,1980,0
El Salvador,SLV,1981,0
El Salvador,SLV,1982,0
El Salvador,SLV,1983,0
El Salvador,SLV,1984,0
El Salvador,SLV,1985,0
El Salvador,SLV,1986,0
El Salvador,SLV,1987,0
El Salvador,SLV,1988,0
El Salvador,SLV,1989,0
El Salvador,SLV,1990,0
El Salvador,SLV,1991,0
El Salvador,SLV,1992,0
El Salvador,SLV,1993,0.0291568
El Salvador,SLV,1994,0.085738294
El Salvador,SLV,1995,0.234428837
El Salvador,SLV,1996,0.400740518
El Salvador,SLV,1997,0.685934241
El Salvador,SLV,1998,2.325930133
El Salvador,SLV,1999,8.625088108
El Salvador,SLV,2000,12.47950508
El Salvador,SLV,2001,14.33148118
El Salvador,SLV,2002,14.79314975
El Salvador,SLV,2003,19.06983255
El Salvador,SLV,2004,30.28907507
El Salvador,SLV,2005,39.71573336
El Salvador,SLV,2006,63.17542366
El Salvador,SLV,2007,100.2356543
El Salvador,SLV,2008,112.9869326
El Salvador,SLV,2009,122.3621667
El Salvador,SLV,2010,123.8355503
El Salvador,SLV,2011,132.9256445
El Salvador,SLV,2012,137.3425261
El Salvador,SLV,2013,136.1874402
Equatorial Guinea,GNQ,1980,0
Equatorial Guinea,GNQ,1981,0
Equatorial Guinea,GNQ,1982,0
Equatorial Guinea,GNQ,1983,0
Equatorial Guinea,GNQ,1984,0
Equatorial Guinea,GNQ,1985,0
Equatorial Guinea,GNQ,1986,0
Equatorial Guinea,GNQ,1987,0
Equatorial Guinea,GNQ,1988,0
Equatorial Guinea,GNQ,1989,0
Equatorial Guinea,GNQ,1990,0
Equatorial Guinea,GNQ,1991,0
Equatorial Guinea,GNQ,1992,0
Equatorial Guinea,GNQ,1993,0
Equatorial Guinea,GNQ,1994,0
Equatorial Guinea,GNQ,1995,0
Equatorial Guinea,GNQ,1996,0.013365791
Equatorial Guinea,GNQ,1997,0.063655345
Equatorial Guinea,GNQ,1998,0.061043034
Equatorial Guinea,GNQ,1999,0.119481688
Equatorial Guinea,GNQ,2000,0.964917528
Equatorial Guinea,GNQ,2001,2.805878128
Equatorial Guinea,GNQ,2002,5.803420028
Equatorial Guinea,GNQ,2003,7.299244396
Equatorial Guinea,GNQ,2004,10.56344638
Equatorial Guinea,GNQ,2005,16.0524014
Equatorial Guinea,GNQ,2006,19.30759738
Equatorial Guinea,GNQ,2007,23.45149761
Equatorial Guinea,GNQ,2008,27.35458379
Equatorial Guinea,GNQ,2009,29.5486008
Equatorial Guinea,GNQ,2010,57.35549085
Equatorial Guinea,GNQ,2011,66.8802619
Equatorial Guinea,GNQ,2012,68.05374469
Equatorial Guinea,GNQ,2013,67.47338887
Eritrea,ERI,1980,0
Eritrea,ERI,1981,0
Eritrea,ERI,1982,0
Eritrea,ERI,1983,0
Eritrea,ERI,1984,0
Eritrea,ERI,1985,0
Eritrea,ERI,1986,0
Eritrea,ERI,1987,0
Eritrea,ERI,1988,0
Eritrea,ERI,1989,0
Eritrea,ERI,1990,0
Eritrea,ERI,1991,0
Eritrea,ERI,1992,0
Eritrea,ERI,1993,0
Eritrea,ERI,1994,0
Eritrea,ERI,1995,0
Eritrea,ERI,1996,0
Eritrea,ERI,1997,0
Eritrea,ERI,1998,0
Eritrea,ERI,1999,0
Eritrea,ERI,2000,0
Eritrea,ERI,2001,0
Eritrea,ERI,2002,0
Eritrea,ERI,2003,0
Eritrea,ERI,2004,0.428676577
Eritrea,ERI,2005,0.833074787
Eritrea,ERI,2006,1.23129209
Eritrea,ERI,2007,1.619011387
Eritrea,ERI,2008,2.018352101
Eritrea,ERI,2009,2.539273454
Eritrea,ERI,2010,3.227135845
Eritrea,ERI,2011,4.077954414
Eritrea,ERI,2012,4.979397878
Eritrea,ERI,2013,5.602975462
Estonia,EST,1980,0
Estonia,EST,1981,0
Estonia,EST,1982,0
Estonia,EST,1983,0
Estonia,EST,1984,0
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0.036792424
Estonia,EST,1992,0.164001155
Estonia,EST,1993,0.484397233
Estonia,EST,1994,0.943535167
Estonia,EST,1995,2.12493964
Estonia,EST,1996,4.920277348
Estonia,EST,1997,10.32159425
Estonia,EST,1998,17.82710022
Estonia,EST,1999,28.13023353
Estonia,EST,2000,40.77249606
Estonia,EST,2001,48.00416351
Estonia,EST,2002,65.37189261
Estonia,EST,2003,78.40820096
Estonia,EST,2004,94.27919527
Estonia,EST,2005,109.0700258
Estonia,EST,2006,125.7645616
Estonia,EST,2007,128.0786178
Estonia,EST,2008,124.2110004
Estonia,EST,2009,120.5357013
Estonia,EST,2010,127.2827876
Estonia,EST,2011,143.9260625
Estonia,EST,2012,160.4107755
Estonia,EST,2013,159.6607033
Ethiopia,ETH,1980,0
Ethiopia,ETH,1981,0
Ethiopia,ETH,1982,0
Ethiopia,ETH,1983,0
Ethiopia,ETH,1984,0
Ethiopia,ETH,1985,0
Ethiopia,ETH,1986,0
Ethiopia,ETH,1987,0
Ethiopia,ETH,1988,0
Ethiopia,ETH,1989,0
Ethiopia,ETH,1990,0
Ethiopia,ETH,1991,0
Ethiopia,ETH,1992,0
Ethiopia,ETH,1993,0
Ethiopia,ETH,1994,0
Ethiopia,ETH,1995,0
Ethiopia,ETH,1996,0
Ethiopia,ETH,1997,0
Ethiopia,ETH,1998,0
Ethiopia,ETH,1999,0.01050517
Ethiopia,ETH,2000,0.026894684
Ethiopia,ETH,2001,0.040466846
Ethiopia,ETH,2002,0.072008853
Ethiopia,ETH,2003,0.071293566
Ethiopia,ETH,2004,0.209993373
Ethiopia,ETH,2005,0.539116292
Ethiopia,ETH,2006,1.107028759
Ethiopia,ETH,2007,1.5023463
Ethiopia,ETH,2008,2.36564857
Ethiopia,ETH,2009,4.775809745
Ethiopia,ETH,2010,7.869542323
Ethiopia,ETH,2011,15.80285822
Ethiopia,ETH,2012,22.37451927
Ethiopia,ETH,2013,27.25468539
Faeroe Islands,FRO,1980,0
Faeroe Islands,FRO,1981,0
Faeroe Islands,FRO,1982,0
Faeroe Islands,FRO,1983,0
Faeroe Islands,FRO,1984,0
Faeroe Islands,FRO,1985,0
Faeroe Islands,FRO,1986,0
Faeroe Islands,FRO,1987,0
Faeroe Islands,FRO,1988,0
Faeroe Islands,FRO,1990,0
Faeroe Islands,FRO,1991,3.008674415
Faeroe Islands,FRO,1992,3.688278231
Faeroe Islands,FRO,1993,3.52654245
Faeroe Islands,FRO,1994,4.393732207
Faeroe Islands,FRO,1995,5.800585047
Faeroe Islands,FRO,1996,7.410685914
Faeroe Islands,FRO,1997,10.5847387
Faeroe Islands,FRO,1998,14.46392897
Faeroe Islands,FRO,1999,23.50179086
Faeroe Islands,FRO,2000,36.50383945
Faeroe Islands,FRO,2001,51.95077968
Faeroe Islands,FRO,2002,72.7461205
Faeroe Islands,FRO,2003,78.71574066
Faeroe Islands,FRO,2004,84.65827559
Faeroe Islands,FRO,2005,85.50562483
Faeroe Islands,FRO,2006,101.1150686
Faeroe Islands,FRO,2007,105.2770715
Faeroe Islands,FRO,2008,110.6026088
Faeroe Islands,FRO,2009,114.9052419
Faeroe Islands,FRO,2010,119.8967346
Faeroe Islands,FRO,2011,118.0097274
Faeroe Islands,FRO,2012,118.6159253
Faeroe Islands,FRO,2013,120.681639
Fiji,FJI,1980,0
Fiji,FJI,1981,0
Fiji,FJI,1982,0
Fiji,FJI,1983,0
Fiji,FJI,1984,0
Fiji,FJI,1985,0
Fiji,FJI,1986,0
Fiji,FJI,1987,0
Fiji,FJI,1988,0
Fiji,FJI,1989,0
Fiji,FJI,1990,0
Fiji,FJI,1991,0
Fiji,FJI,1992,0
Fiji,FJI,1993,0
Fiji,FJI,1994,0.143666151
Fiji,FJI,1995,0.283656121
Fiji,FJI,1996,0.471549627
Fiji,FJI,1997,0.655656678
Fiji,FJI,1998,0.999230592
Fiji,FJI,1999,2.897663403
Fiji,FJI,2000,6.783367646
Fiji,FJI,2001,9.934086167
Fiji,FJI,2002,11.01395796
Fiji,FJI,2003,13.44576273
Fiji,FJI,2004,17.36152235
Fiji,FJI,2005,24.92449701
Fiji,FJI,2006,34.37685675
Fiji,FJI,2007,63.44901555
Fiji,FJI,2008,71.10259987
Fiji,FJI,2009,75.07516314
Fiji,FJI,2010,81.10077287
Fiji,FJI,2011,83.76338399
Fiji,FJI,2012,98.17854865
Fiji,FJI,2013,105.6001544
Finland,FIN,1980,0.491311351
Finland,FIN,1981,0.589014682
Finland,FIN,1982,0.70201103
Finland,FIN,1983,0.870065829
Finland,FIN,1984,1.065948629
Finland,FIN,1985,1.37976292
Finland,FIN,1986,1.733284322
Finland,FIN,1987,2.144104654
Finland,FIN,1988,2.790048075
Finland,FIN,1989,3.82527312
Finland,FIN,1990,5.171190195
Finland,FIN,1991,6.370787129
Finland,FIN,1992,7.666908049
Finland,FIN,1993,9.664672185
Finland,FIN,1994,13.28153215
Finland,FIN,1995,20.34240794
Finland,FIN,1996,29.30153817
Finland,FIN,1997,42.06724499
Finland,FIN,1998,55.22721773
Finland,FIN,1999,63.37991163
Finland,FIN,2000,72.03009689
Finland,FIN,2001,80.48036651
Finland,FIN,2002,86.85667387
Finland,FIN,2003,91.05950591
Finland,FIN,2004,95.40312987
Finland,FIN,2005,100.450445
Finland,FIN,2006,107.6347185
Finland,FIN,2007,114.8847345
Finland,FIN,2008,128.424569
Finland,FIN,2009,144.0887946
Finland,FIN,2010,156.3055115
Finland,FIN,2011,165.8909009
Finland,FIN,2012,172.3224293
Finland,FIN,2013,171.571062
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0.016252546
France,FRA,1987,0.070046716
France,FRA,1988,0.174653362
France,FRA,1989,0.315304135
France,FRA,1990,0.498190672
France,FRA,1991,0.656765549
France,FRA,1992,0.761609496
France,FRA,1993,0.993573197
France,FRA,1994,1.527885256
France,FRA,1995,2.24533597
France,FRA,1996,4.230263986
France,FRA,1997,9.958005642
France,FRA,1998,19.11826072
France,FRA,1999,36.39293613
France,FRA,2000,49.06407866
France,FRA,2001,62.07543084
France,FRA,2002,64.25770241
France,FRA,2003,68.89744917
France,FRA,2004,73.01991391
France,FRA,2005,78.26189586
France,FRA,2006,83.53432024
France,FRA,2007,88.98459991
France,FRA,2008,92.67718212
France,FRA,2009,92.09659575
France,FRA,2010,91.38732973
France,FRA,2011,94.0767743
France,FRA,2012,97.37775287
France,FRA,2013,98.49547248
French Polynesia,PYF,1980,0
French Polynesia,PYF,1981,0
French Polynesia,PYF,1982,0
French Polynesia,PYF,1983,0
French Polynesia,PYF,1984,0
French Polynesia,PYF,1985,0
French Polynesia,PYF,1986,0
French Polynesia,PYF,1987,0
French Polynesia,PYF,1988,0
French Polynesia,PYF,1989,0
French Polynesia,PYF,1990,0
French Polynesia,PYF,1991,0
French Polynesia,PYF,1992,0
French Polynesia,PYF,1993,0
French Polynesia,PYF,1994,0
French Polynesia,PYF,1995,0.534386617
French Polynesia,PYF,1996,1.239955856
French Polynesia,PYF,1997,2.425648315
French Polynesia,PYF,1998,4.84280585
French Polynesia,PYF,1999,9.413365614
French Polynesia,PYF,2000,16.81649787
French Polynesia,PYF,2001,27.89336693
French Polynesia,PYF,2002,21.32374547
French Polynesia,PYF,2003,24.18160749
French Polynesia,PYF,2004,38.12383097
French Polynesia,PYF,2005,47.08024042
French Polynesia,PYF,2006,58.97621939
French Polynesia,PYF,2007,67.15560318
French Polynesia,PYF,2008,71.19146977
French Polynesia,PYF,2009,78.46706253
French Polynesia,PYF,2010,80.53643706
French Polynesia,PYF,2011,82.26223262
French Polynesia,PYF,2012,82.53778112
French Polynesia,PYF,2013,85.57567613
Gabon,GAB,1980,0
Gabon,GAB,1981,0
Gabon,GAB,1982,0
Gabon,GAB,1983,0
Gabon,GAB,1984,0
Gabon,GAB,1985,0
Gabon,GAB,1986,0
Gabon,GAB,1987,0
Gabon,GAB,1988,0
Gabon,GAB,1989,0
Gabon,GAB,1990,0
Gabon,GAB,1991,0
Gabon,GAB,1992,0.028032995
Gabon,GAB,1993,0.117009358
Gabon,GAB,1994,0.245162295
Gabon,GAB,1995,0.370206862
Gabon,GAB,1996,0.613332035
Gabon,GAB,1997,0.835229451
Gabon,GAB,1998,0.831015195
Gabon,GAB,1999,0.743444999
Gabon,GAB,2000,9.791705935
Gabon,GAB,2001,11.94934434
Gabon,GAB,2002,21.72917519
Gabon,GAB,2003,22.79947105
Gabon,GAB,2004,36.32676997
Gabon,GAB,2005,53.40403707
Gabon,GAB,2006,63.55598776
Gabon,GAB,2007,80.76618018
Gabon,GAB,2008,87.6694296
Gabon,GAB,2009,95.44779828
Gabon,GAB,2010,103.4556766
Gabon,GAB,2011,148.6936289
Gabon,GAB,2012,179.4714108
Gabon,GAB,2013,214.7500375
Gambia,GMB,1980,0
Gambia,GMB,1981,0
Gambia,GMB,1982,0
Gambia,GMB,1983,0
Gambia,GMB,1984,0
Gambia,GMB,1985,0
Gambia,GMB,1986,0
Gambia,GMB,1987,0
Gambia,GMB,1988,0
Gambia,GMB,1989,0
Gambia,GMB,1990,0
Gambia,GMB,1991,0
Gambia,GMB,1992,0.020823423
Gambia,GMB,1993,0.04532642
Gambia,GMB,1994,0.078334523
Gambia,GMB,1995,0.135304285
Gambia,GMB,1996,0.282499795
Gambia,GMB,1997,0.420058457
Gambia,GMB,1998,0.435446069
Gambia,GMB,1999,0.444791613
Gambia,GMB,2000,0.455705803
Gambia,GMB,2001,4.348732248
Gambia,GMB,2002,7.653059272
Gambia,GMB,2003,11.07116691
Gambia,GMB,2004,12.57243519
Gambia,GMB,2005,17.22725782
Gambia,GMB,2006,27.27777463
Gambia,GMB,2007,52.33214725
Gambia,GMB,2008,73.90036908
Gambia,GMB,2009,80.62692375
Gambia,GMB,2010,87.9633354
Gambia,GMB,2011,80.76025697
Gambia,GMB,2012,85.20375721
Gambia,GMB,2013,99.9766937
Georgia,GEO,1980,0
Georgia,GEO,1981,0
Georgia,GEO,1982,0
Georgia,GEO,1983,0
Georgia,GEO,1984,0
Georgia,GEO,1985,0
Georgia,GEO,1986,0
Georgia,GEO,1987,0
Georgia,GEO,1988,0
Georgia,GEO,1989,0
Georgia,GEO,1990,0
Georgia,GEO,1991,0
Georgia,GEO,1992,0
Georgia,GEO,1993,0
Georgia,GEO,1994,0
Georgia,GEO,1995,0.002960248
Georgia,GEO,1996,0.046091288
Georgia,GEO,1997,0.609447781
Georgia,GEO,1998,1.234098639
Georgia,GEO,1999,2.773981786
Georgia,GEO,2000,4.105349723
Georgia,GEO,2001,6.435462135
Georgia,GEO,2002,10.8965115
Georgia,GEO,2003,15.58014589
Georgia,GEO,2004,18.61778229
Georgia,GEO,2005,26.23972528
Georgia,GEO,2006,38.32379074
Georgia,GEO,2007,58.73630305
Georgia,GEO,2008,62.43820399
Georgia,GEO,2009,64.46125996
Georgia,GEO,2010,90.64792691
Georgia,GEO,2011,101.2829241
Georgia,GEO,2012,107.809112
Georgia,GEO,2013,115.0251043
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0.001368883
Germany,DEU,1986,0.0301052
Germany,DEU,1987,0.061472735
Germany,DEU,1988,0.124039681
Germany,DEU,1989,0.204468776
Germany,DEU,1990,0.338698748
Germany,DEU,1991,0.656885288
Germany,DEU,1992,1.190674527
Germany,DEU,1993,2.157949827
Germany,DEU,1994,3.009651998
Germany,DEU,1995,4.479975831
Germany,DEU,1996,6.609990079
Germany,DEU,1997,9.912481627
Germany,DEU,1998,16.66213257
Germany,DEU,1999,28.08210875
Germany,DEU,2000,57.71833398
Germany,DEU,2001,67.14964818
Germany,DEU,2002,70.65529898
Germany,DEU,2003,77.33760059
Germany,DEU,2004,85.06020667
Germany,DEU,2005,94.55486999
Germany,DEU,2006,102.2828888
Germany,DEU,2007,115.1403608
Germany,DEU,2008,126.5575074
Germany,DEU,2009,126.2280577
Germany,DEU,2010,106.4836959
Germany,DEU,2011,109.6595675
Germany,DEU,2012,111.5940398
Germany,DEU,2013,120.9211651
Ghana,GHA,1980,0
Ghana,GHA,1981,0
Ghana,GHA,1982,0
Ghana,GHA,1983,0
Ghana,GHA,1984,0
Ghana,GHA,1985,0
Ghana,GHA,1986,0
Ghana,GHA,1987,0
Ghana,GHA,1988,0
Ghana,GHA,1989,0
Ghana,GHA,1990,0
Ghana,GHA,1991,0
Ghana,GHA,1992,0.002585366
Ghana,GHA,1993,0.010950971
Ghana,GHA,1994,0.020417059
Ghana,GHA,1995,0.036990796
Ghana,GHA,1996,0.074354288
Ghana,GHA,1997,0.12446167
Ghana,GHA,1998,0.232363487
Ghana,GHA,1999,0.380901054
Ghana,GHA,2000,0.690808845
Ghana,GHA,2001,1.263629537
Ghana,GHA,2002,1.954760936
Ghana,GHA,2003,3.918536618
Ghana,GHA,2004,8.135148478
Ghana,GHA,2005,13.44255251
Ghana,GHA,2006,23.72559884
Ghana,GHA,2007,33.75729429
Ghana,GHA,2008,50.0664665
Ghana,GHA,2009,63.77348397
Ghana,GHA,2010,71.86671124
Ghana,GHA,2011,85.27494343
Ghana,GHA,2012,100.9932997
Ghana,GHA,2013,108.1911482
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0.458787633
Greece,GRC,1994,1.447153501
Greece,GRC,1995,2.558141736
Greece,GRC,1996,4.944987939
Greece,GRC,1997,8.655453683
Greece,GRC,1998,18.78539526
Greece,GRC,1999,35.66038018
Greece,GRC,2000,53.99532333
Greece,GRC,2001,72.31264774
Greece,GRC,2002,84.47267901
Greece,GRC,2003,81.00455341
Greece,GRC,2004,84.49551267
Greece,GRC,2005,92.92454872
Greece,GRC,2006,99.34233967
Greece,GRC,2007,111.0964206
Greece,GRC,2008,124.5083602
Greece,GRC,2009,119.7955893
Greece,GRC,2010,110.6455185
Greece,GRC,2011,109.0787779
Greece,GRC,2012,120.0963016
Greece,GRC,2013,116.8206478
Greenland,GRL,1980,0
Greenland,GRL,1981,0
Greenland,GRL,1982,0
Greenland,GRL,1983,0
Greenland,GRL,1984,0
Greenland,GRL,1985,0
Greenland,GRL,1986,0
Greenland,GRL,1987,0
Greenland,GRL,1988,0
Greenland,GRL,1989,0
Greenland,GRL,1990,0
Greenland,GRL,1991,0
Greenland,GRL,1992,0.306155334
Greenland,GRL,1993,0.784313725
Greenland,GRL,1994,1.727072397
Greenland,GRL,1995,3.676826318
Greenland,GRL,1996,7.382862874
Greenland,GRL,1997,11.59889756
Greenland,GRL,1998,15.90584114
Greenland,GRL,1999,24.12353476
Greenland,GRL,2000,26.9056859
Greenland,GRL,2001,28.19106449
Greenland,GRL,2002,35.24250893
Greenland,GRL,2003,52.43777762
Greenland,GRL,2004,68.62221128
Greenland,GRL,2005,81.61115306
Greenland,GRL,2006,94.68599034
Greenland,GRL,2007,116.8664308
Greenland,GRL,2008,98.48434054
Greenland,GRL,2009,94.51819901
Greenland,GRL,2010,101.4200828
Greenland,GRL,2011,103.7367994
Greenland,GRL,2012,104.6982584
Greenland,GRL,2013,105.9890852
Grenada,GRD,1980,0
Grenada,GRD,1981,0
Grenada,GRD,1982,0
Grenada,GRD,1983,0
Grenada,GRD,1984,0
Grenada,GRD,1985,0
Grenada,GRD,1986,0
Grenada,GRD,1987,0
Grenada,GRD,1988,0
Grenada,GRD,1989,0
Grenada,GRD,1990,0.155785888
Grenada,GRD,1991,0.152402675
Grenada,GRD,1992,0.186212076
Grenada,GRD,1993,0.286871071
Grenada,GRD,1994,0.352102049
Grenada,GRD,1995,0.398990554
Grenada,GRD,1996,0.565498631
Grenada,GRD,1997,0.965142151
Grenada,GRD,1998,1.391877752
Grenada,GRD,1999,1.983418933
Grenada,GRD,2000,4.231450502
Grenada,GRD,2001,6.29755815
Grenada,GRD,2002,7.397721819
Grenada,GRD,2003,41.31426506
Grenada,GRD,2004,42.19278165
Grenada,GRD,2005,45.51485658
Grenada,GRD,2006,44.7346504
Grenada,GRD,2007,49.60226285
Grenada,GRD,2008,57.75122195
Grenada,GRD,2009,109.710823
Grenada,GRD,2010,116.4974159
